igavus;igav;igavus;;välja;42600
seadus;sead;seadus;;;42600
õigus;õige;õigus;;välja;42600
lõpp_otsus;otsus;otsus;??? pigem välja;välja;42600
märkus;märki;märkus;üksikjuht;;42600
lahus;lahus;lahus;;välja;42600
põhjus;põhi;põhjus;;välja;42600
kahjustus;kahjusta;kahjustus;(s)tus;double;42600
küsimus;küsi;küsimus;mus;välja;42600
põhjus;põhi;põhjus;;välja;42600
põhjus;põhi;põhjus;;välja;42600
tegelikkus;tegelik;tegelikkus;likkus;välja;42600
mugavus;mugav;mugavus;;välja;42600
kaetatus;kaeta;kaetatus;tus;välja;42600
formaalsus;formaalne;formaalsus;;välja;42600
tegevus;tege;tegevus;vus, pigem välja;välja;42600
tulemus;tule;tulemus;mus;välja;42600
tulemus;tule;tulemus;mus;välja;42600
kaebus;kaeba;kaebus;;;42600
katus;kat;katus;vahend, (s)tus;;42600
töö_kohuslus;kohuslane;;;välja;42600
panus;pane;panus;;;42600
võimalus;või;võimalus;;välja;42600
klõpsatus;klõpsata;klõpsatus;(s)tus;;42600
tõe_näosus;näone;näosus;;välja;42600
tulemus;tule;tulemus;mus;välja;42600
ette_kujutus;kujuta;kujutus;(s)tus;;42600
puudus;puudu;puudus;;;42600
tegevus;tege;tegevus;vus, pigem välja;välja;42600
tegevus;tege;tegevus;vus, pigem välja;välja;42600
põhjendus;põhjenda;põhjendus;ndus;;42600
rahvus;rahvas;rahvus;;välja;42600
paratamatus;paratamatu;paratamatus;;välja;42600
algus;alga;algus;üksikjuht;;42600
eri_meelsus;meelne;meelsus;;välja;42600
ilu_kirjandus;kiri;kirjandus;;välja;42600
enamus;enam;enamus;;välja;42600
küsimus;küsi;küsimus;mus;välja;42600
enamus;enam;enamus;;välja;42600
küsimus;küsi;küsimus;mus;välja;42600
kergendus;kergenda;kergendus;ndus;;42600
kohus;kohus;kohus;;välja;42600
kohus;kohus;kohus;;välja;42600
võimalus;või;võimalus;;välja;42600
katoliiklus;katoliiklane;katoliiklus;lus;välja;42600
keskus;kesk;keskus;;välja;42600
tegevus;tege;tegevus;vus, pigem välja;välja;42600
tegevus;tege;tegevus;vus, pigem välja;välja;42600
algus;alga;algus;üksikjuht;;42600
alus;alune;alus;;välja;42600
tingimus;tingi;tingimus;mus;välja;42600
arvamus;arva;arvamus;tulemus, mus;välja;42600
kasvatus;kasvata;kasvatus;protsess, (s)tus;;42600
erinevus;erinev;erinevus;;välja;42600
alg_põhjus;põhi;põhjus;;välja;42600
reaalsus;reaalne;reaalsus;;välja;42600
reaalsus;reaalne;reaalsus;;välja;42600
reaalsus;reaalne;reaalsus;;välja;42600
reaalsus;reaalne;reaalsus;;välja;42600
reaalsus;reaalne;reaalsus;;välja;42600
kehastus;kehasta;kehastus;(s)tus;;42600
viletsus;vilets;viletsus;;välja;42600
ette_kujutus;kujuta;kujutus;(s)tus;;42600
soovitus;soovita;soovitus;(s)tus;;42600
soovitus;soovita;soovitus;(s)tus;;42600
olemus;ole;olemus;mus;välja;42600
kurjus;kuri;kurjus;omadus;välja;42600
ühendus;ühenda;ühendus;ndus;double;42600
küsimus;küsi;küsimus;mus;välja;42600
küsimus;küsi;küsimus;mus;välja;42600
põhjus;põhi;põhjus;;välja;42600
tähtsus;tähtis;tähtsus;;välja;42600
tulemus;tule;tulemus;mus;välja;42600
selgus;selge;selgus;;välja;42600
pingutus;pinguta;pingutus;üksikjuht, (s)tus;;42600
tulemus;tule;tulemus;mus;välja;42600
lahendus;lahenda;lahendus;ndus;double;42600
lootus;loot;lootus;(s)tus;;42600
pluus;pluus;;;välja;42600
sisemus;sisemine;sisemus;;välja;42600
kõue_kärgatus;kärgata;kärgatus;(s)tus;;42600
kõrgus;kõrge;kõrgus;omadus;välja;42600
teatri_etendus;etenda;etendus;ndus;double;42600
vaheldus;vaheldu;vaheldus;ldus;;42600
vaikus;vaikne;vaikus;;välja;42600
võimlemis_harjutus;harjuta;harjutus;(s)tus;;42600
pluus;pluus;;;välja;42600
juus;juus;juus;;välja;42600
armastus;armasta;armastus;(s)tus;;42600
armastus;armasta;armastus;(s)tus;;42600
küsimus;küsi;küsimus;mus;välja;42600
kaugus;kauge;kaugus;;välja;42600
kruus;kruus;kruus;;välja;42600
korrus;kord;korrus;;välja;42600
riietus;riieta;riietus;(s)tus;double;42600
kaugus;kauge;kaugus;;välja;42600
tundmus;tund;tundmus;mus;välja;42600
tundmus;tund;tundmus;mus;välja;42600
protesti_tundmus;tund;tundmus;mus;välja;42600
toidu_puudus;puudu;puudus;;;42600
tüütus;tüütu;tüütus;;välja;42600
tunnistus;tunnista;tunnistus;(s)tus;;42600
meenutus;meenuta;meenutus;(s)tus;;42600
loodus;loo;loodus;dus;;42600
õigus;õige;õigus;;välja;42600
vanadus;vana;vanadus;dus;välja;42600
elu_raskus;raske;raskus;;välja;42600
tervitus;tervita;tervitus;(s)tus;;42600
mälestus;mälesta;mälestus;(s)tus;;42600
kiitus;kiit;kiitus;üksikjuht, (s)tus;;42600
sündmus;sündi;sündmus;mus;välja;42600
peatus;peata;peatus;koht, asutus, ettevõte, (s)tus;double;42600
suurus;suur;suurus;omadus;välja;42600
mõistus;mõist;mõistus;(s)tus;;42600
pluus;pluus;;;välja;42600
juus;juus;juus;;välja;42600
pluus;pluus;;;välja;42600
lootus;loot;lootus;(s)tus;;42600
üllatus;üllata;üllatus;(s)tus;double;42600
laksatus;laksata;laksatus;(s)tus;;42600
laskmis_oskus;oska;oskus;;;42600
puhkus;puhka;puhkus;;;42600
bussi_peatus;peata;peatus;koht, asutus, ettevõte, (s)tus;double;42600
tegevus;tege;tegevus;vus, pigem välja;välja;42600
igavus;igav;igavus;;välja;42600
katus;kat;katus;vahend, (s)tus;;42600
juus;juus;juus;;välja;42600
sõrmus;sõrm;sõrmus;;välja;42600
kaugus;kauge;kaugus;;välja;42600
