avamine;avamine;;63900
puu_lõhkumine;puu_lõhkumine;;63900
tegemine;tegemine;;63900
kartuli_koristamine;kartuli_koristamine;;63900
sõnniku_vedamine;sõnniku_vedamine;;63900
meenumine;meenumine;;63900
asumine;asumine;;63900
kasvatamine;kasvatamine;;63900
vaikimine;vaikimine;;63900
vaikimine;vaikimine;;63900
puudumine;puudumine;;63900
päästmine;päästmine;;63900
poomine;poomine;;63900
läbi_vaatamine;läbi_vaatamine;;63900
olemine;olemine;;63900
puudumine;puudumine;;63900
teadmine;teadmine;;63900
vaatamine;vaatamine;;63900
saamine;saamine;;63900
elamine;elamine;;63900
undamine;undamine;;63900
jälle_nägemine;jälle_nägemine;;63900
raha_lugemine;raha_lugemine;;63900
soetamine;soetamine;;63900
mõistmine;mõistmine;;63900
maalimine;maalimine;;63900
maalimine;maalimine;;63900
kuulamine;kuulamine;;63900
puu_saagimine;puu_saagimine;;63900
kasutamine;kasutamine;;63900
ümber_paigutamine;ümber_paigutamine;;63900
kasutamine;kasutamine;;63900
töö_tegemine;töö_tegemine;;63900
kartuli_võtmine;kartuli_võtmine;;63900
kolimine;kolimine;;63900
saabumine;saabumine;;63900
saamine;saamine;;63900
kohtumine;kohtumine;;63900
jutu_ajamine;jutu_ajamine;;63900
korjamine;korjamine;;63900
tahtmine;tahtmine;;63900
paitamine;paitamine;;63900
tutvumine;tutvumine;;63900
meenutamine;meenutamine;;63900
aru_saamine;aru_saamine;;63900
joonistamine;joonistamine;;63900
haigestumine;haigestumine;;63900
haigestumine;haigestumine;;63900
ümber_istumine;ümber_istumine;;63900
söömine;söömine;;63900
üles_panemine;üles_panemine;;63900
pakkimine;pakkimine;;63900
ära_viimine;ära_viimine;;63900
käitumine;käitumine;;63900
tükeldamine;tükeldamine;;63900
keetmine;keetmine;;63900
tegemine;tegemine;;63900
liha_raiumine;liha_raiumine;;63900
maja_pidamine;maja_pidamine;;63900
võtmine;võtmine;;63900
lahti_monteerimine;lahti_monteerimine;;63900
maha_võtmine;maha_võtmine;;63900
palgi_vedamine;palgi_vedamine;;63900
hoidmine;hoidmine;;63900
sea_pidamine;sea_pidamine;;63900
töötamine;töötamine;;63900
leidmine;leidmine;;63900
pesu_pesemine;pesu_pesemine;;63900
tegemine;tegemine;;63900
hingamine;hingamine;;63900
hoidmine;hoidmine;;63900
haukumine;haukumine;;63900
haukumine;haukumine;;63900
hingamine;hingamine;;63900
söömine;söömine;;63900
häda_tapmine;häda_tapmine;;63900
hilinemine;hilinemine;;63900
välja_tõmbamine;välja_tõmbamine;;63900
vilja_masindamine;vilja_masindamine;;63900
uppumine;uppumine;;63900
haukumine;haukumine;;63900
tahtmine;tahtmine;;63900
ütlemine;ütlemine;;63900
tegemine;tegemine;;63900
tahtmine;tahtmine;;63900
tärkamine;tärkamine;;63900
üle_saamine;üle_saamine;;63900
silma_nägemine;silma_nägemine;;63900
käimine;käimine;;63900
rabelemine;rabelemine;;63900
rabelemine;rabelemine;;63900
lahendamine;lahendamine;;63900
otsustamine;otsustamine;;63900
ravitsemine;ravitsemine;;63900
asja_ajamine;asja_ajamine;;63900
olemine;olemine;;63900
elamine;elamine;;63900
sõimlemine;sõimlemine;;63900
sosistamine;sosistamine;;63900
kirumine;kirumine;;63900
hoidmine;hoidmine;;63900
tegemine;tegemine;;63900
suunamine;suunamine;;63900
sundimine;sundimine;;63900
ilmumine;ilmumine;;63900
lahkumine;lahkumine;;63900
krudisemine;krudisemine;;63900
joomine;joomine;;63900
mõtlemine;mõtlemine;;63900
külas_käimine;külas_käimine;;63900
söömine;söömine;;63900
poes_käimine;poes_käimine;;63900
ammumine;ammumine;;63900
määgimine;määgimine;;63900
undamine;undamine;;63900
puudumine;puudumine;;63900
peale_käimine;peale_käimine;;63900
saagimine;saagimine;;63900
andestamine;andestamine;;63900
käimine;käimine;;63900
suudlemine;suudlemine;;63900
istumine;istumine;;63900
lahkumine;lahkumine;;63900
elamine;elamine;;63900
ostmine;ostmine;;63900
koos_olemine;koos_olemine;;63900
olemine;olemine;;63900
ütlemine;ütlemine;;63900
kõrva_kuulmine;kõrva_kuulmine;;63900
lõksumine;lõksumine;;63900
kuulmine;kuulmine;;63900
silma_nägemine;silma_nägemine;;63900
viibimine;viibimine;;63900
viibimine;viibimine;;63900
käitumine;käitumine;;63900
vahetumine;vahetumine;;63900
muutumine;muutumine;;63900
muutumine;muutumine;;63900
arvestamine;arvestamine;;63900
kirjeldamine;kirjeldamine;;63900
einestamine;einestamine;;63900
tegemine;tegemine;;63900
harvendamine;harvendamine;;63900
ajastamine;ajastamine;;85200
vahetamine;vahetamine;;85200
olemine;olemine;;85200
liialdamine;liialdamine;;85200
üles_ärkamine;üles_ärkamine;;85200
nägemine;nägemine;;85200
vahetamine;vahetamine;;85200
karpi_kogumine;karpi_kogumine;;85200
panemine;panemine;;85200
mõnitamine;mõnitamine;;85200
liikumine;liikumine;;85200
ära_ütlemine;ära_ütlemine;;85200
vaatamine;vaatamine;;85200
saamine;saamine;;85200
palkamine;palkamine;;85200
väljumine;väljumine;;85200
kühveldamine;kühveldamine;;85200
täitmine;täitmine;;85200
aklimatiseerumine;aklimatiseerumine;;85200
kasutamine;kasutamine;;85200
liigutamine;liigutamine;;85200
paigutamine;paigutamine;;85200
investeerimine;investeerimine;;85200
liigutamine;liigutamine;;85200
saamine;saamine;;85200
teadmine;teadmine;;85200
teadmine;teadmine;;85200
tahtmine;tahtmine;;85200
hüppamine;hüppamine;;85200
tegemine;tegemine;;85200
siirdamine;siirdamine;;85200
kokku_puutumine;kokku_puutumine;;85200
ärkamine;ärkamine;;85200
siirdamine;siirdamine;;85200
siirdamine;siirdamine;;85200
kohtumine;kohtumine;;85200
ootamine;ootamine;;85200
kohtumine;kohtumine;;85200
sõlmimine;sõlmimine;;85200
kaetamine;kaetamine;;85200
kaetamine;kaetamine;;85200
õppimine;õppimine;;85200
korraldamine;korraldamine;;85200
tahtmine;tahtmine;;85200
seletamine;seletamine;;85200
tahtmine;tahtmine;;85200
tähistamine;tähistamine;;85200
mainimine;mainimine;;85200
sündimine;sündimine;;85200
sündimine;sündimine;;85200
vastamine;vastamine;;85200
